,Customer ID,Recency,Frequency,Monetary,Cluster
2196,14580.0,518,1,14.850000000000001,0
2197,14581.0,17,2,409.65,0
2198,14582.0,41,1,114.11,0
2201,14585.0,50,5,1143.27,2
2202,14586.0,277,1,237.36,0
2204,14588.0,578,1,135.39,0
2205,14589.0,372,1,39.75,0
2207,14591.0,15,4,1320.21,1
2208,14592.0,35,3,557.94,2
2210,14594.0,7,2,363.33,0
2212,14596.0,627,1,222.22000000000003,0
2213,14597.0,11,6,2184.63,1
2214,14598.0,44,2,384.04,0
2215,14599.0,390,2,457.89,0
2216,14600.0,306,2,865.1700000000001,2
2217,14601.0,11,1,213.96,0
2218,14602.0,656,1,205.35999999999999,0
2219,14603.0,275,1,660.0,2
2220,14604.0,633,1,136.35999999999999,0
2221,14605.0,374,4,920.71,2
2226,14610.0,396,2,24.35,0
2227,14611.0,444,2,604.3299999999999,0
2228,14612.0,415,1,877.7,2
2229,14613.0,680,1,76.32000000000001,0
2230,14614.0,386,1,295.13,0
2231,14615.0,394,5,951.76,2
2232,14616.0,243,5,527.78,0
2233,14617.0,403,2,190.47000000000003,0
2234,14618.0,9,7,1342.32,1
2235,14619.0,246,2,1291.24,1
2236,14620.0,206,2,412.78000000000003,0
2238,14622.0,185,1,320.58000000000004,0
2240,14624.0,57,6,814.07,2
2243,14627.0,379,1,462.75,0
2244,14628.0,91,5,1998.0,1
2245,14629.0,4,2,955.26,2
2246,14630.0,484,1,338.65,0
2247,14631.0,51,6,2025.69,1
2248,14632.0,263,1,114.56,0
2249,14633.0,266,1,344.90000000000003,0
2250,14634.0,438,4,2124.46,1
2251,14635.0,454,1,215.22,0
2252,14636.0,36,2,609.85,2
2253,14637.0,677,1,106.67999999999999,0
2254,14638.0,51,1,443.6,0
2257,14641.0,22,1,110.46,0
2258,14642.0,59,1,96.12,0
2259,14643.0,170,5,1679.89,1
2261,14645.0,157,3,876.89,2
2263,14647.0,201,2,506.04,0
2266,14650.0,589,1,62.5,0
2268,14652.0,77,1,114.18,0
2270,14654.0,738,1,246.86,0
2272,14656.0,169,5,790.0,2
2273,14657.0,18,6,1450.19,1
2274,14658.0,5,2,247.15,0
2276,14660.0,87,2,285.74,0
2277,14661.0,27,1,107.95,0
2278,14662.0,29,7,1376.43,1
2279,14663.0,430,2,490.6,0
2280,14664.0,20,2,636.24,2
2282,14666.0,24,1,179.95,0
2284,14668.0,445,1,111.63,0
2286,14670.0,280,3,583.33,0
2287,14671.0,549,2,1127.45,2
2288,14672.0,235,4,1113.14,2
2290,14674.0,509,1,173.66,0
2291,14675.0,16,2,1015.58,2
2293,14677.0,593,1,184.91,0
2294,14678.0,579,1,403.39,0
2295,14679.0,382,3,1289.44,1
2297,14681.0,71,6,875.1500000000001,2
2298,14682.0,188,6,1514.81,1
2299,14683.0,588,1,146.56,0
2300,14684.0,26,6,1430.03,1
2302,14686.0,414,5,852.53,2
2303,14687.0,107,3,1402.06,1
2305,14689.0,209,1,112.8,0
2306,14690.0,44,4,777.68,2
2307,14691.0,31,5,2114.33,1
2309,14693.0,265,7,1165.36,2
2310,14694.0,617,1,244.31,0
2311,14695.0,519,3,1534.22,1
2313,14697.0,218,2,188.60999999999999,0
2314,14698.0,2,5,1217.27,2
2315,14699.0,214,4,702.6,2
2319,14703.0,15,1,318.17,0
2321,14705.0,199,1,179.0,0
2322,14706.0,619,1,367.54,0
2323,14707.0,436,2,139.2,0
2324,14708.0,3,5,1793.22,1
2328,14712.0,29,4,1328.0700000000002,1
2330,14714.0,24,4,906.24,2
2332,14716.0,43,3,543.28,2
2333,14717.0,733,1,81.3,0
2334,14718.0,410,1,226.42,0
2335,14719.0,2,5,1581.84,1
2336,14720.0,6,3,663.81,2
2337,14721.0,379,1,109.07,0
2338,14722.0,147,3,489.52,0
2340,14724.0,590,1,341.9,0
2341,14725.0,25,4,1246.86,2
2342,14726.0,655,1,116.5,0
2343,14727.0,274,3,461.03,0
2344,14728.0,413,1,190.58,0
2345,14729.0,374,3,586.24,0
2347,14731.0,47,3,380.02,0
2350,14734.0,426,4,1056.42,2
2352,14736.0,485,2,374.05,0
2357,14741.0,12,7,1713.09,1
2358,14742.0,435,1,579.85,0
2359,14743.0,593,1,50.48,0
2362,14746.0,406,4,593.5,0
2363,14747.0,249,1,328.2,0
2365,14749.0,480,1,310.15,0
2366,14750.0,736,1,112.03,0
2367,14751.0,684,2,126.45,0
2368,14752.0,44,1,389.64,0
2369,14753.0,87,2,869.51,2
2370,14754.0,45,6,1547.93,1
2373,14757.0,75,1,420.5,0
2375,14759.0,5,3,1625.97,1
2376,14760.0,297,1,89.2,0
2377,14761.0,59,3,447.92,0
2378,14762.0,264,2,417.57,0
2379,14764.0,47,1,278.3,0
2380,14765.0,29,3,254.11,0
2382,14767.0,474,1,382.81,0
2383,14768.0,17,2,192.60000000000002,0
2386,14771.0,621,2,594.62,0
2387,14772.0,112,1,139.26,0
2388,14773.0,593,1,140.55,0
2389,14774.0,529,1,241.45,0
2390,14775.0,58,3,1011.9,2
2392,14777.0,404,1,307.56,0
2393,14778.0,127,2,730.86,2
2394,14779.0,281,3,386.15,0
2395,14780.0,55,2,447.68,0
2396,14782.0,320,1,200.10000000000002,0
2397,14783.0,659,1,307.3,0
2398,14784.0,26,3,449.93,0
2399,14785.0,10,2,77.4,0
2400,14786.0,550,1,90.96,0
2401,14787.0,471,1,110.65,0
2402,14788.0,7,3,1156.32,2
2403,14789.0,29,1,197.64,0
2405,14791.0,607,1,303.63,0
2406,14792.0,64,1,6.2,0
2407,14793.0,21,2,625.9,2
2409,14795.0,166,1,131.45000000000002,0
2411,14797.0,507,1,300.31,0
2413,14799.0,51,2,338.15,0
2415,14801.0,61,1,189.34,0
2416,14803.0,162,3,845.55,2
2417,14804.0,9,1,353.27,0
2418,14805.0,15,7,1082.55,2
2419,14806.0,75,2,303.43,0
2420,14807.0,391,2,504.14,0
2422,14809.0,621,2,686.76,2
2424,14811.0,387,1,170.5,0
2425,14812.0,599,1,178.85,0
2426,14813.0,370,4,888.91,2
2427,14814.0,581,1,152.96,0
2428,14815.0,37,2,778.5,2
2429,14816.0,197,1,271.85,0
2431,14818.0,74,6,1153.56,2
2432,14819.0,64,4,456.41,0
2434,14821.0,367,7,1230.15,2
2435,14822.0,485,1,157.70000000000002,0
2436,14823.0,180,3,321.43,0
2439,14826.0,582,2,385.2,0
2441,14829.0,29,7,1455.8700000000001,1
2442,14830.0,53,1,188.03,0
2443,14831.0,680,3,1676.57,1
2444,14833.0,499,1,94.8,0
2445,14834.0,18,7,2206.16,1
2446,14835.0,529,2,297.0,0
2447,14836.0,10,3,102.44999999999999,0
2449,14838.0,423,2,769.9200000000001,2
2450,14839.0,418,3,915.28,2
2451,14840.0,268,2,362.71,0
2454,14843.0,437,1,211.79999999999998,0
2456,14845.0,600,1,150.0,0
2457,14846.0,427,1,437.4,0
2458,14847.0,149,3,1348.95,1
2459,14848.0,405,1,310.56,0
2461,14850.0,312,7,1770.96,1
2462,14851.0,23,3,829.4100000000001,2
2464,14853.0,24,5,1376.87,1
2467,14856.0,36,3,1290.53,1
2469,14858.0,506,1,180.75,0
2470,14859.0,13,5,1705.64,1
2471,14860.0,19,1,170.32,0
2473,14862.0,26,2,841.1999999999999,2
2474,14863.0,29,1,266.76,0
2475,14865.0,7,4,92.52000000000001,0
2480,14870.0,262,6,1838.95,1
2482,14872.0,484,3,816.6,2
2483,14873.0,210,2,854.13,2
2484,14874.0,535,1,116.18,0
2486,14876.0,521,2,256.7,0
2487,14877.0,418,2,425.85,0
2489,14879.0,685,1,185.06,0
2490,14880.0,77,3,690.59,2
2491,14881.0,20,1,255.4,0
2493,14883.0,19,6,761.59,2
2494,14884.0,669,1,120.6,0
2495,14885.0,132,3,1598.12,1
2496,14886.0,253,1,364.8,0
2497,14887.0,79,1,1862.0,1
2498,14888.0,207,1,369.2,0
2499,14889.0,336,1,135.9,0
2500,14890.0,254,3,817.25,2
2501,14891.0,148,4,1106.73,2
2502,14892.0,691,1,202.35000000000002,0
2503,14893.0,10,3,1809.6100000000001,1
2504,14894.0,85,3,1492.81,1
2509,14899.0,395,1,1331.38,1
2510,14900.0,522,1,13.919999999999998,0
2512,14902.0,26,3,1035.6200000000001,2
2514,14904.0,2,4,1630.49,1
2517,14908.0,74,2,381.9,0
2518,14909.0,437,3,1404.68,1
2519,14910.0,3,4,434.35,0
2521,14912.0,17,5,1849.58,1
2525,14917.0,597,2,1123.75,2
2527,14919.0,539,1,359.35,0
2528,14920.0,213,3,1607.17,1
2529,14921.0,30,2,1316.07,1
2530,14922.0,394,2,843.74,2
2531,14923.0,51,1,749.1,2
2532,14924.0,246,3,931.01,2
2533,14926.0,382,2,359.4,0
2534,14927.0,397,1,308.2,0
2535,14928.0,628,1,223.91000000000003,0
2536,14929.0,32,2,836.69,2
2538,14931.0,5,4,864.6800000000001,2
2539,14932.0,366,2,566.13,0
2540,14933.0,444,4,1770.0,1
2544,14937.0,57,3,1621.88,1
2546,14940.0,418,2,531.49,0
2547,14941.0,579,1,182.1,0
2548,14942.0,402,4,746.56,2
2549,14943.0,663,1,107.62,0
2551,14945.0,414,1,179.4,0
2552,14946.0,14,1,100.9,0
2553,14947.0,72,6,1049.79,2
2554,14948.0,23,6,1101.97,2
2555,14949.0,469,4,515.0,0
2556,14950.0,19,1,371.2,0
2557,14951.0,79,1,311.69,0
2559,14953.0,25,4,968.82,2
2560,14954.0,12,2,462.12,0
2561,14955.0,733,1,163.77,0
2562,14956.0,421,1,1325.0,1
2563,14957.0,253,2,261.69,0
2564,14958.0,147,6,941.99,2
2565,14959.0,64,4,695.42,2
2566,14960.0,8,2,221.27,0
2568,14962.0,271,4,366.91,0
2570,14964.0,247,1,206.21,0
2571,14965.0,96,2,596.09,2
2572,14966.0,15,6,1064.26,2
2573,14967.0,50,6,1982.6100000000001,1
2574,14968.0,30,2,497.49,0
2575,14969.0,704,1,906.23,2
2577,14971.0,35,3,1097.98,2
2578,14972.0,128,2,145.07,0
2579,14973.0,107,3,1314.45,1
2580,14974.0,37,1,89.94,0
2581,14975.0,57,2,472.39,0
2582,14976.0,57,6,774.86,2
2583,14977.0,726,1,31.929999999999996,0
2585,14979.0,735,1,429.66,0
2586,14980.0,737,1,150.68,0
2587,14981.0,246,2,372.92,0
2588,14982.0,572,1,234.88,0
2589,14983.0,689,1,183.20000000000002,0
2590,14984.0,19,6,1260.51,2
2591,14985.0,198,2,292.01,0
2592,14986.0,376,2,563.1,0
2594,14988.0,212,7,2038.65,1
2595,14989.0,662,1,342.4,0
2596,14990.0,612,2,304.17,0
2597,14991.0,430,1,314.67,0
2598,14992.0,442,1,210.5,0
2599,14993.0,564,1,36.13,0
2600,14994.0,382,5,942.77,2
2601,14995.0,39,2,231.98000000000002,0
2602,14996.0,481,2,442.28999999999996,0
2603,14997.0,46,4,776.5999999999999,2
2604,14998.0,170,4,753.18,2
2605,14999.0,593,1,129.48000000000002,0
2606,15000.0,48,1,490.52,0
2607,15001.0,394,2,197.10999999999999,0
2609,15003.0,473,6,1027.03,2
2610,15004.0,147,1,1220.38,2
2612,15006.0,51,2,752.83,2
2613,15007.0,159,1,156.91,0
2614,15008.0,480,2,360.0,0
2615,15009.0,12,3,1259.43,2
2616,15010.0,36,1,308.94,0
2617,15011.0,396,2,416.6,0
2618,15012.0,54,3,646.26,2
2620,15014.0,43,2,257.67,0
2622,15016.0,173,5,620.89,2
2623,15017.0,34,1,125.58,0
2624,15018.0,39,3,496.21000000000004,0
2625,15019.0,267,1,252.81,0
2626,15020.0,379,1,198.47,0
2628,15022.0,12,5,1133.44,2
2631,15025.0,33,2,971.84,2
2632,15026.0,80,5,1044.09,2
2634,15028.0,8,6,962.94,2
2635,15029.0,620,1,365.1,0
2641,15035.0,90,1,252.73000000000002,0
2642,15036.0,72,3,429.56,0
2643,15037.0,376,2,397.76,0
2646,15040.0,542,1,7.49,0
2647,15041.0,170,2,288.98,0
2648,15042.0,199,2,315.45,0
2651,15045.0,152,2,735.66,2
2653,15047.0,270,1,343.62,0
2654,15048.0,65,4,381.0,0
2655,15049.0,274,1,121.17000000000002,0
2658,15052.0,319,1,207.73000000000002,0
2659,15053.0,5,3,693.95,2
2660,15054.0,12,2,302.1,0
2661,15055.0,475,3,549.12,0
2662,15056.0,520,1,113.64999999999999,0
2666,15060.0,8,4,293.0,0
2669,15063.0,213,1,370.79999999999995,0
2670,15064.0,410,4,1154.41,2
2672,15066.0,53,1,893.59,2
2674,15068.0,46,4,1174.9,2
2675,15069.0,179,1,1109.53,2
2676,15070.0,373,3,737.0500000000001,2
2677,15071.0,94,4,1455.56,1
2678,15072.0,479,1,187.51999999999998,0
2680,15074.0,105,3,1553.1299999999999,1
2681,15075.0,78,1,773.03,2
2682,15076.0,173,3,1447.74,1
2686,15080.0,428,2,546.25,0
2688,15082.0,669,1,93.35000000000001,0
2689,15083.0,257,1,88.2,0
2690,15084.0,380,2,965.2,2
2691,15085.0,730,1,347.54,0
2692,15086.0,565,2,218.53,0
2693,15087.0,282,1,306.94,0
2694,15088.0,21,2,1160.07,2
2696,15090.0,308,1,381.32,0
2697,15091.0,68,3,1046.6100000000001,2
2698,15092.0,215,3,776.46,2
2700,15094.0,463,2,83.0,0
2702,15096.0,43,1,219.39000000000001,0
2703,15097.0,4,3,908.35,2
2705,15099.0,84,1,410.48,0
2706,15100.0,334,7,2193.8999999999996,1
2707,15101.0,9,6,1477.94,1
2708,15102.0,531,2,554.67,0
2709,15103.0,31,2,703.36,2
2710,15104.0,197,2,993.54,2
2712,15106.0,18,5,1422.52,1
2714,15108.0,142,3,1159.25,2
2715,15109.0,246,3,983.1,2
2716,15110.0,24,6,1505.8500000000001,1
2718,15112.0,611,1,209.4,0
2721,15115.0,18,2,531.85,2
2722,15116.0,18,4,1352.75,1
2724,15118.0,134,1,244.8,0
2725,15119.0,246,1,266.4,0
2726,15120.0,134,1,358.82,0
2727,15121.0,50,2,457.72,0
2730,15124.0,23,4,450.82,0
2732,15126.0,537,2,449.49,0
2733,15127.0,66,2,711.5,2
2734,15128.0,60,5,1783.68,1
2736,15130.0,170,1,330.11,0
2737,15131.0,395,1,80.28,0
2738,15132.0,18,5,977.9300000000001,2
2739,15133.0,128,5,1806.9,1
2741,15135.0,239,2,305.68,0
2742,15136.0,3,4,1286.7,1
2743,15137.0,521,2,823.4,2
2744,15138.0,394,1,502.52,0
2745,15139.0,240,2,178.96,0
2747,15141.0,458,7,1388.47,1
2749,15143.0,226,2,563.63,0
2751,15145.0,4,4,1194.73,2
2752,15146.0,165,2,1327.16,1
2753,15147.0,240,1,623.5,2
2754,15148.0,11,1,301.29,0
2755,15149.0,134,4,1524.6100000000001,1
2757,15151.0,423,2,2085.61,1
2759,15153.0,31,1,329.25,0
2760,15154.0,75,3,1343.72,1
2761,15155.0,383,1,383.96999999999997,0
2762,15156.0,1,3,961.49,2
2764,15158.0,45,2,606.02,2
2766,15160.0,357,4,589.27,0
2767,15161.0,388,1,119.92,0
2768,15162.0,731,1,312.9,0
2769,15163.0,18,2,304.47,0
2771,15165.0,373,1,487.75,0
2772,15166.0,468,1,167.16,0
2773,15167.0,321,5,1627.62,1
2774,15168.0,26,1,106.56,0
2775,15169.0,382,2,569.22,0
2776,15170.0,407,1,81.15,0
2777,15171.0,331,1,1289.5,1
2778,15172.0,9,5,1624.05,1
2779,15173.0,381,7,1494.6,1
2780,15174.0,323,2,481.46,0
2781,15175.0,72,1,224.14,0
2782,15176.0,668,1,988.04,2
2783,15177.0,426,1,948.93,2
2784,15178.0,260,1,40.5,0
2786,15180.0,367,3,816.9300000000001,2
2787,15181.0,66,5,1200.2,2
2789,15183.0,548,3,639.93,0
2790,15184.0,29,4,685.39,2
2791,15185.0,70,1,310.62,0
2792,15186.0,14,5,1403.2,1
2794,15188.0,725,1,310.43,0
2796,15190.0,434,1,834.4399999999999,2
2797,15191.0,463,3,588.05,0
2798,15192.0,120,5,1666.39,1
2799,15193.0,61,1,499.32,0
2802,15196.0,433,2,313.7,0
2803,15197.0,11,6,1877.51,1
2804,15198.0,92,5,571.35,2
2806,15200.0,495,1,549.05,0
2807,15201.0,87,7,1842.95,1
2809,15204.0,357,1,316.58,0
2810,15205.0,85,2,653.24,2
2811,15206.0,10,4,420.29999999999995,0
2812,15207.0,416,3,683.9200000000001,2
2813,15208.0,1,6,970.52,2
2814,15209.0,730,1,178.98000000000002,0
2815,15210.0,225,3,1176.19,2
2816,15211.0,60,2,894.4100000000001,2
2817,15212.0,241,2,208.28,0
2818,15213.0,319,2,328.35,0
2821,15216.0,88,2,486.09,0
2822,15217.0,563,1,426.24,0
2824,15219.0,176,2,685.45,2
2825,15220.0,52,6,1778.96,1
2826,15221.0,366,4,2062.2000000000003,1
2828,15223.0,226,5,1417.95,1
2829,15224.0,358,5,871.36,2
2830,15225.0,234,1,409.40000000000003,0
2831,15226.0,311,1,154.41,0
2834,15229.0,586,1,160.5,0
2835,15230.0,239,2,429.6,0
2836,15231.0,621,1,250.26,0
2837,15232.0,113,2,612.06,2
2838,15233.0,401,1,59.400000000000006,0
2839,15234.0,277,1,197.0,0
2841,15236.0,299,1,321.05,0
2842,15237.0,2,4,1412.32,1
2843,15238.0,29,3,1071.99,2
2844,15239.0,10,2,780.59,2
2847,15242.0,422,1,302.04,0
2848,15243.0,74,2,927.2800000000001,2
2849,15244.0,65,3,912.08,2
2851,15246.0,238,3,780.4,2
2852,15247.0,122,3,976.06,2
2853,15248.0,411,3,1893.93,1
2855,15250.0,641,1,60.0,0
2857,15252.0,36,5,2103.41,1
2859,15254.0,127,3,1088.35,2
2861,15256.0,149,2,170.4,0
2862,15257.0,283,2,685.9,2
2863,15258.0,169,2,623.16,2
2864,15259.0,513,4,1182.3799999999999,2
2866,15261.0,135,4,1508.0,1
2867,15262.0,324,3,418.82,0
2868,15263.0,107,1,156.51,0
2869,15264.0,64,2,848.4,2
2871,15266.0,338,5,852.21,2
2872,15267.0,22,5,1717.36,1
2873,15268.0,479,3,961.9000000000001,2
2874,15269.0,24,3,1225.3600000000001,2
2877,15272.0,57,6,2030.95,1
2878,15273.0,600,1,228.96,0
2879,15274.0,4,2,716.57,2
2880,15275.0,38,1,615.14,2
2881,15276.0,66,4,619.8,2
2882,15277.0,47,2,476.34,0
2883,15278.0,562,4,496.15999999999997,0
2884,15279.0,355,5,1580.54,1
2885,15280.0,172,3,397.52,0
2887,15282.0,570,1,348.59,0
2888,15283.0,390,3,148.33,0
2889,15284.0,500,1,24.75,0
2890,15285.0,408,1,94.92,0
2891,15286.0,50,1,240.55,0
2892,15287.0,22,5,856.03,2
2894,15289.0,29,5,1593.09,1
2897,15292.0,201,1,178.39,0
2898,15293.0,666,1,247.5,0
2899,15294.0,411,1,233.35,0
2900,15295.0,654,1,207.04,0
2902,15297.0,10,3,641.94,2
2905,15300.0,64,1,496.44,0
2907,15302.0,730,1,308.0,0
2908,15303.0,290,3,1224.18,2
2910,15305.0,555,1,93.6,0
2912,15307.0,96,1,205.3,0
2913,15308.0,274,1,310.47,0
2914,15309.0,611,4,797.96,2
2915,15310.0,479,1,1634.64,1
2918,15313.0,110,1,52.0,0
2919,15314.0,199,3,820.4499999999999,2
2920,15315.0,64,2,570.5,2
2921,15316.0,327,1,165.0,0
2922,15317.0,677,1,129.75,0
2923,15318.0,4,1,312.62,0
2924,15319.0,284,1,204.5,0
2925,15320.0,44,1,267.13,0
2927,15322.0,86,2,1390.86,1
2928,15323.0,563,3,434.6,0
2929,15324.0,701,1,140.22000000000003,0
2931,15326.0,334,5,1700.52,1
2932,15327.0,53,1,208.75,0
2933,15328.0,408,1,107.24,0
2935,15330.0,32,2,714.96,2
2936,15331.0,500,3,767.91,2
2938,15333.0,208,1,1028.56,2
2939,15334.0,157,3,347.87,0
2940,15335.0,54,1,170.22,0
2941,15336.0,402,1,240.5,0
2942,15337.0,411,1,373.02,0
2943,15338.0,677,1,277.93,0
2944,15339.0,66,7,1821.02,1
2945,15340.0,562,1,105.5,0
2947,15342.0,130,1,406.09,0
2948,15343.0,87,1,364.5,0
2949,15344.0,1,3,563.94,2
2950,15345.0,46,1,393.54,0
2951,15346.0,333,3,596.12,0
2952,15347.0,366,4,1162.0,2
2953,15348.0,72,1,158.04,0
2954,15349.0,158,2,463.90999999999997,0
2955,15350.0,373,2,547.6,0
2957,15352.0,549,1,111.15,0
2959,15355.0,29,2,277.05,0
2963,15360.0,40,1,427.93,0
2964,15361.0,362,4,689.07,2
2965,15362.0,449,2,613.08,0
2966,15363.0,373,2,678.11,2
2967,15364.0,96,2,913.19,2
2971,15368.0,21,2,722.74,2
2974,15371.0,662,1,59.400000000000006,0
2977,15374.0,129,2,307.32,0
2978,15375.0,690,1,60.959999999999994,0
2979,15376.0,40,3,1221.56,2
2980,15377.0,383,4,1211.75,2
2981,15378.0,463,2,246.5,0
2984,15381.0,214,5,1890.5700000000002,1
2986,15384.0,170,4,2027.79,1
2987,15385.0,40,3,942.08,2
2988,15386.0,186,1,394.14,0
2989,15387.0,492,1,468.65,0
2990,15388.0,270,1,140.54,0
2992,15390.0,396,2,1216.66,2
2993,15391.0,584,1,289.87,0
2995,15393.0,16,5,891.34,2
2997,15395.0,326,1,107.45,0
2998,15396.0,113,2,796.38,2
2999,15397.0,290,1,94.0,0
3000,15398.0,16,2,1345.53,1
3001,15399.0,1,3,815.77,2
3003,15401.0,452,2,216.95000000000002,0
3004,15402.0,149,6,1830.12,1
3005,15403.0,492,2,170.88,0
3006,15404.0,376,1,257.06,0
3007,15405.0,189,2,659.84,2
3008,15406.0,31,4,975.87,2
3009,15407.0,34,4,1046.74,2
3010,15408.0,264,1,267.18,0
3011,15409.0,721,1,131.25,0
3013,15411.0,26,4,1348.93,1
3014,15412.0,171,1,190.53,0
3016,15414.0,10,3,774.9000000000001,2
3017,15415.0,313,1,559.61,0
3019,15417.0,85,1,508.8,0
3020,15418.0,425,2,449.42,0
3021,15419.0,25,1,135.86,0
3022,15420.0,434,6,743.0,2
3024,15422.0,323,7,1619.97,1
3025,15423.0,38,3,266.89,0
3026,15424.0,254,3,597.78,2
3027,15425.0,400,4,1941.1200000000001,1
3029,15427.0,33,3,1430.54,1
3030,15428.0,15,4,762.75,2
3031,15429.0,27,2,397.35,0
3032,15430.0,468,2,954.75,2
3033,15431.0,503,1,153.24,0
3034,15432.0,23,2,320.76,0
3035,15433.0,214,2,533.3,0
3037,15435.0,22,1,149.29,0
3038,15436.0,12,3,1067.75,2
3039,15437.0,262,2,393.45,0
3040,15438.0,131,1,156.57999999999998,0
3041,15439.0,405,4,1269.05,2
3042,15440.0,55,3,383.68,0
3043,15441.0,396,3,1254.21,2
3044,15442.0,249,1,594.0,2
3046,15444.0,9,2,1411.21,1
3047,15445.0,264,2,284.5,0
3048,15446.0,377,3,396.75,0
3049,15447.0,331,5,492.88,0
3050,15448.0,313,2,788.81,2
3051,15449.0,26,3,974.52,2
3052,15450.0,30,1,429.84,0
3053,15451.0,434,2,226.86,0
3054,15452.0,30,6,1785.1100000000001,1
3055,15453.0,2,7,1371.77,1
3056,15454.0,362,2,303.89,0
3057,15455.0,598,1,38.25,0
3059,15457.0,262,1,237.07,0
3060,15458.0,25,2,370.43999999999994,0
3061,15459.0,417,2,202.82999999999998,0
3062,15460.0,354,1,214.26,0
3063,15461.0,461,2,429.7,0
3064,15462.0,94,4,737.05,2
3065,15463.0,29,1,126.14,0
3066,15464.0,338,1,1044.65,2
3068,15466.0,85,4,1560.46,1
3069,15467.0,9,3,524.88,0
3070,15468.0,51,3,1430.48,1
3071,15469.0,50,3,874.25,2
3072,15470.0,576,1,63.419999999999995,0
3073,15471.0,2,3,1292.01,1
3074,15472.0,113,1,371.56,0
3076,15474.0,596,1,150.35,0
3077,15475.0,77,1,454.10999999999996,0
3078,15476.0,380,4,2209.98,1
3079,15477.0,650,1,368.4,0
3080,15478.0,40,3,1940.98,1
3081,15479.0,733,1,147.4,0
3083,15481.0,401,1,1993.34,1
3088,15486.0,527,1,102.0,0
3089,15487.0,680,1,231.32,0
3090,15488.0,93,5,431.92,0
3092,15490.0,430,1,210.85,0
3094,15492.0,28,2,659.4599999999999,2
3097,15495.0,379,1,246.5,0
3098,15496.0,631,1,146.14000000000001,0
3101,15499.0,724,1,158.65,0
3102,15500.0,8,4,1131.56,2
3103,15501.0,405,2,399.95,0
3105,15503.0,363,2,257.3,0
3106,15504.0,81,4,391.45,0
3108,15506.0,23,6,2030.33,1
3109,15507.0,172,1,475.86,0
3110,15508.0,189,6,1000.27,2
3111,15509.0,380,1,152.41,0
3112,15510.0,331,1,250.0,0
3113,15511.0,12,5,900.53,2
3114,15512.0,156,4,331.58,0
3117,15515.0,387,1,171.81,0
3118,15516.0,45,3,62.43,0
3119,15517.0,233,1,267.03,0
3121,15519.0,383,2,344.61,0
3122,15520.0,2,1,343.5,0
3124,15522.0,33,2,397.99,0
3126,15524.0,25,2,591.4,2
3127,15525.0,2,4,887.72,2
3128,15526.0,33,2,148.44,0
3130,15528.0,254,1,229.33,0
3132,15530.0,22,5,1808.68,1
3133,15531.0,8,2,1972.39,1
3135,15533.0,19,3,807.57,2
3136,15534.0,726,1,162.25,0
3137,15535.0,173,6,1044.3700000000001,2
3138,15536.0,409,1,259.09,0
3139,15537.0,163,1,110.92,0
3141,15539.0,7,1,538.46,2
3142,15540.0,11,2,460.68,0
3143,15541.0,114,1,85.13000000000001,0
3144,15542.0,512,3,855.71,2
3145,15543.0,288,2,242.26,0
3147,15545.0,54,2,288.96999999999997,0
3148,15546.0,607,2,1079.1000000000001,2
3150,15548.0,596,1,158.09,0
3153,15551.0,37,7,1679.81,1
3154,15552.0,217,2,252.52,0
3155,15553.0,60,1,428.93,0
3156,15554.0,278,1,217.2,0
3158,15556.0,24,1,279.77,0
3159,15557.0,29,1,468.91,0
3160,15558.0,639,1,202.68,0
3161,15559.0,568,1,1109.4,2
3162,15560.0,398,2,153.52,0
3164,15562.0,352,3,671.4300000000001,2
3166,15564.0,463,2,70.74000000000001,0
3167,15565.0,50,2,173.16,0
3168,15566.0,393,2,227.87,0
3169,15567.0,19,1,186.01,0
3170,15568.0,3,3,758.29,2
3175,15573.0,32,5,1180.47,2
3176,15574.0,178,6,1101.44,2
3177,15575.0,620,1,30.1,0
3178,15576.0,38,1,921.37,2
3179,15577.0,151,5,396.03000000000003,0
3180,15578.0,162,1,127.1,0
3181,15579.0,69,5,1250.63,2
3184,15582.0,25,3,682.9100000000001,2
3185,15583.0,376,1,95.96,0
3186,15584.0,24,6,1268.2,2
3187,15585.0,177,1,455.3,0
3188,15586.0,593,3,1139.1,2
3189,15587.0,50,7,1522.0800000000002,1
3190,15588.0,678,1,579.6,0
3191,15589.0,256,3,478.53000000000003,0
3192,15590.0,382,5,1496.6,1
3193,15591.0,583,3,217.9,0
3194,15592.0,47,1,388.58,0
3195,15593.0,71,1,199.8,0
3196,15594.0,16,5,1771.78,1
3197,15595.0,488,1,357.6,0
3199,15597.0,35,2,563.37,2
3200,15598.0,53,2,548.02,2
3201,15599.0,27,3,1250.06,2
3202,15600.0,428,4,1199.31,2
3205,15603.0,79,2,88.48,0
3206,15604.0,52,1,216.39,0
3210,15608.0,28,5,1785.98,1
3211,15609.0,184,1,298.48,0
3212,15610.0,52,1,112.46000000000001,0
3214,15612.0,36,2,195.15,0
3215,15613.0,610,1,433.71999999999997,0
3218,15616.0,438,1,317.11,0
3219,15617.0,396,3,828.5500000000001,2
3220,15618.0,33,4,776.85,2
3221,15619.0,11,1,336.40000000000003,0
3222,15620.0,57,4,1942.36,1
3223,15621.0,4,4,1293.03,1
3226,15624.0,117,4,588.13,2
3228,15626.0,75,3,1067.52,2
3229,15627.0,457,2,566.9,0
